PRICE_TEMPLATE;PREIS;ABDATUM;BISDATUM;VONZONE_1;BISZONE_1;PREISBTR_1;TEXT30;PREISTYP;PREISART;SPARTE;MASS;RUNDART;RUNDUNG;TWAERS;MNGBASIS;AKLASSE;TIMBASIS;TIMTYP;Vlookup
;EG144SNCNG;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144SNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR3Y;01/11/2022;31/12/9999;0;5000;;EG-144 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-144 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR5Y;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WGDID;01/06/2024;31/12/9999;0;5000;;EG-144 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WGDID;01/06/2024;31/12/9999;5000;9999999999;;EG-144 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WNCNG;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR3Y;01/11/2022;31/12/9999;0;5000;;EG-144 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-144 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR5Y;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SBR;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SBR;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCC;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCC;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCD;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCD;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGDC;01/12/2024;31/12/9999;0;5000;;EG-144 Summer Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGDC;01/12/2024;31/12/9999;5000;9999999999;;EG-144 Summer Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SIMA;01/12/2024;31/12/9999;0;5000;;EG-144 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SIMA;01/12/2024;31/12/9999;5000;9999999999;;EG-144 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WBR;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WBR;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGCC;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGCC;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGCD;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGCD;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGDC;01/12/2024;31/12/9999;0;5000;;EG-144 Winter Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WGDC;01/12/2024;31/12/9999;5000;9999999999;;EG-144 Winter Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WIMA;01/12/2024;31/12/9999;0;5000;;EG-144 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_WIMA;01/12/2024;31/12/9999;5000;9999999999;;EG-144 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SGCID;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SGCID;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SGDID;01/06/2024;31/12/9999;0;5000;;EG-152 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SGDID;01/06/2024;31/12/9999;5000;9999999999;;EG-152 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SNCNG;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152STR3Y;01/11/2022;31/12/9999;0;5000;;EG-152 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152STR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-152 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152STR5Y;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152STR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WGCID;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WGCID;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WGDID;01/06/2024;31/12/9999;0;5000;;EG-152 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WGDID;01/06/2024;31/12/9999;5000;9999999999;;EG-152 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WNCNG;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WTR3Y;01/11/2022;31/12/9999;0;5000;;EG-152 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WTR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-152 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WTR5Y;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WTR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SBR;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SBR;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SEER;01/01/2025;31/12/9999;0;5000;;EG-152 Summer Energy Efficiency Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SEER;01/01/2025;31/12/9999;5000;9999999999;;EG-152 Summer Energy Efficiency Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGCC;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGCC;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGCD;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGCD;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGDC;01/01/2025;31/12/9999;0;5000;;EG-152 Summer Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SGDC;01/01/2025;31/12/9999;5000;9999999999;;EG-152 Summer Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SIMA;01/12/2024;31/12/9999;0;5000;;EG-152 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SIMA;01/12/2024;31/12/9999;5000;9999999999;;EG-152 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SMDA;01/11/2024;31/12/9999;0;5000;;EG-152 Summer Margin Decoupling Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_SMDA;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Summer Margin Decoupling Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WBR;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WBR;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WEER;01/01/2025;31/12/9999;0;5000;;EG-152 Winter Energy Efficiency Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WEER;01/01/2025;31/12/9999;5000;9999999999;;EG-152 Winter Energy Efficiency Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGCC;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGCC;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGCD;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGCD;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGDC;01/01/2025;31/12/9999;0;5000;;EG-152 Winter Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WGDC;01/01/2025;31/12/9999;5000;9999999999;;EG-152 Winter Gas Distribution Price;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WIMA;01/12/2024;31/12/9999;0;5000;;EG-152 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WIMA;01/12/2024;31/12/9999;5000;9999999999;;EG-152 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WMDA;01/11/2024;31/12/9999;0;5000;;EG-152 Winter Margin Decoupling Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152_WMDA;01/11/2024;31/12/9999;5000;9999999999;;EG-152 Winter Margin Decoupling Adjustment;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG675SGDID;01/06/2024;31/12/9999;;9999999999;;EG-675 Summer Gas Cost Demand Increment/Decreme;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675SNCNG;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Eastern NCNG Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675STR3Y;01/11/2022;31/12/9999;;9999999999;;EG-675 Summer Tax Rider 3 year Amount;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675STR5Y;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Tax Rider 5 year Amount;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WGDID;01/06/2024;31/12/9999;;9999999999;;EG-675 Winter Gas Cost Demand Increment/Decreme;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WNCNG;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Eastern NCNG Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WTR3Y;01/11/2022;31/12/9999;;9999999999;;EG-675 Winter Tax Rider 3 year Amount;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WTR5Y;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Tax Rider 5 year Amount;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_DGCD;01/11/2024;31/12/9999;;9999999999;;EG-675 Demand - Gas Cost Demand Charge;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_GCDC;01/06/2024;31/12/9999;;9999999999;;EG-103 Gas Cost Demand Charge Increment/Decrement;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_GDDC;01/11/2024;31/12/9999;;9999999999;;EG-675 Gas distribution Demand Charge;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_SBR;01/11/2021;31/12/9999;;9999999999;;EG-675 Summer Base Rate;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_SGCC;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Gas Cost Commodity;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_SGCD;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Gas Cost Demand;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_SGDC;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Gas distribution price;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_SIMA;01/11/2024;31/12/9999;;9999999999;;EG-675 Summer Integrity Management Adjustment;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_WBR;01/11/2021;31/12/9999;;9999999999;;EG-675 Winter Base Rate;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_WGCC;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Gas Cost Commodity;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_WGCD;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Gas Cost Demand;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_WGDC;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Gas distribution price;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675_WIMA;01/11/2024;31/12/9999;;9999999999;;EG-675 Winter Integrity Management Adjustment;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675SPIM;;31/12/9999;0;9999999999;;EG-675 Summer PIM Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WPIM;;31/12/9999;0;9999999999;;EG-675 Winter PIM Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG101SPIM;;31/12/9999;0;9999999999;0,000000;EG-101 Summer PIM Rider;1;0;02;thm;;;USD;1;NCGR;;;NO
;EG101WPIM;;31/12/9999;0;9999999999;0,000000;EG-101 Winter PIM Rider;1;0;02;thm;;;USD;1;NCGR;;;NO
;EG102SPIM;;31/12/9999;0;9999999999;0,000000;EG-102 Summer PIM Rider;1;0;02;thm;;;USD;1;NCGC;;;NO
;EG102WPIM;;31/12/9999;0;9999999999;0,000000;EG-102 Winter PIM Rider;1;0;02;thm;;;USD;1;NCGC;;;NO
;EG103SPIM;;31/12/9999;0;15000;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103SPIM;;31/12/9999;15000;45000;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103SPIM;;31/12/9999;45000;135000;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103SPIM;;31/12/9999;135000;300000;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103SPIM;;31/12/9999;300000;600000;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103SPIM;;31/12/9999;600000;9999999999;0,000000;EG-103 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;0;15000;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;15000;45000;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;45000;135000;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;135000;300000;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;300000;600000;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103WPIM;;31/12/9999;600000;9999999999;0,000000;EG-103 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;0;15000;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;15000;45000;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;45000;135000;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;135000;300000;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;300000;600000;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SPIM;;31/12/9999;600000;9999999999;0,000000;EG-104 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;0;15000;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;15000;45000;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;45000;135000;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;135000;300000;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;300000;600000;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WPIM;;31/12/9999;600000;9999999999;0,000000;EG-104 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;0;15000;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;15000;45000;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;45000;135000;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;135000;300000;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;300000;600000;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113SPIM;;31/12/9999;600000;9999999999;0,000000;EG-113 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;0;15000;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;15000;45000;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;45000;135000;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;135000;300000;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;300000;600000;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;600000;9999999999;0,000000;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;0;15000;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;15000;45000;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;45000;135000;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;135000;300000;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;300000;600000;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;600000;9999999999;0,000000;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;0;15000;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;15000;45000;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;45000;135000;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;135000;300000;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;300000;600000;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;600000;9999999999;0,000000;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG144SPIM;;31/12/9999;0;5000;0,000000;EG-144 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144SPIM;;31/12/9999;5000;9999999999;0,000000;EG-144 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WPIM;;31/12/9999;0;5000;0,000000;EG-144 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WPIM;;31/12/9999;5000;9999999999;0,000000;EG-144 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SPIM;;31/12/9999;0;5000;0,000000;EG-152 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152SPIM;;31/12/9999;5000;9999999999;0,000000;EG-152 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WPIM;;31/12/9999;0;5000;0,000000;EG-152 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG152WPIM;;31/12/9999;5000;9999999999;0,000000;EG-152 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG675SPIM;;31/12/9999;0;9999999999;0,00155;EG-675 Summer PIM Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG675WPIM;;31/12/9999;0;9999999999;0,00155;EG-675 Winter PIM Rider;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG113_DGCD;;31/12/9999;0;9999999999;;EG-113 Gas Cost Demand Charge;1;0;02;thm;;;USD;1;NCGT;;;NO
;EG113_GDDC;;31/12/9999;0;9999999999;;EG-113 Gas distribution Demand Charge;1;0;02;thm;;;USD;1;NCGT;;;NO
